INPUT,TARGET
La chose est un peu forte.,J’ai voulu leur parler au travers de la porte :
J’ai voulu leur parler au travers de la porte :,Mais à tous mes propos ce qu’ils ont répondu
Mais à tous mes propos ce qu’ils ont répondu,"C’est, vous n’entrerez point, Monsieur l’a défendu."
"C’est, vous n’entrerez point, Monsieur l’a défendu.",Ils n’ont donc point ouvert ?
Ils n’ont donc point ouvert ?,Non. Et de la fenêtre
Non. Et de la fenêtre,Agnès m’a confirmé le retour de ce Maître ;
Agnès m’a confirmé le retour de ce Maître ;,"En me chassant de là d’un ton plein de fierté,"
"En me chassant de là d’un ton plein de fierté,",Accompagné d’un grès que sa main a jeté.
Accompagné d’un grès que sa main a jeté.,Comment d’un grès ?
Comment d’un grès ?,"D’un grès de taille non petite,"
"D’un grès de taille non petite,",Dont on a par ses mains régalé ma visite.
Dont on a par ses mains régalé ma visite.,Diantre ! ce ne sont pas des prunes que cela ;
Diantre ! ce ne sont pas des prunes que cela ;,Et je trouve fâcheux l’état où vous voilà.
Et je trouve fâcheux l’état où vous voilà.,"Il est vrai, je suis mal par ce retour funeste."
"Il est vrai, je suis mal par ce retour funeste.","Certes j’en suis fâché pour vous, je vous proteste."
"Certes j’en suis fâché pour vous, je vous proteste.",Cet homme me rompt tout.
Cet homme me rompt tout.,"Oui, mais cela n’est rien,"
"Oui, mais cela n’est rien,",Et de vous raccrocher vous trouverez moyen.
Et de vous raccrocher vous trouverez moyen.,Il faut bien essayer par quelque intelligence
Il faut bien essayer par quelque intelligence,De vaincre du jaloux l’exacte vigilance.
De vaincre du jaloux l’exacte vigilance.,"Cela vous est facile, et la fille, après tout,"
"Cela vous est facile, et la fille, après tout,",Vous aime.
Vous aime.,Assurément.
Assurément.,Vous en viendrez à bout.
Vous en viendrez à bout.,Je l’espère.
Je l’espère.,"Le grès vous a mis en déroute,"
"Le grès vous a mis en déroute,",Mais cela ne doit pas vous étonner.
Mais cela ne doit pas vous étonner.,"Sans doute,"
"Sans doute,","Et j’ai compris d’abord que mon homme était là,"
"Et j’ai compris d’abord que mon homme était là,",Qui sans se faire voir conduisait tout cela :
Qui sans se faire voir conduisait tout cela :,"Mais ce qui m’a surpris et qui va vous surprendre,"
"Mais ce qui m’a surpris et qui va vous surprendre,","C’est un autre incident que vous allez entendre,"
"C’est un autre incident que vous allez entendre,","Un trait hardi qu’a fait cette jeune beauté,"
"Un trait hardi qu’a fait cette jeune beauté,",Et qu’on n’attendrait point de sa simplicité ;
Et qu’on n’attendrait point de sa simplicité ;,"Il le faut avouer, l’amour est un grand maître,"
"Il le faut avouer, l’amour est un grand maître,","Ce qu’on ne fut jamais il nous enseigne à l’être,"
"Ce qu’on ne fut jamais il nous enseigne à l’être,",Et souvent de nos mœurs l’absolu changement
Et souvent de nos mœurs l’absolu changement,Devient par ses leçons l’ouvrage d’un moment.
Devient par ses leçons l’ouvrage d’un moment.,"De la nature en nous il force les obstacles,"
"De la nature en nous il force les obstacles,","Et ses effets soudains ont de l’air des miracles,"
"Et ses effets soudains ont de l’air des miracles,",D’un avare à l’instant il fait un libéral :
D’un avare à l’instant il fait un libéral :,"Un Vaillant d’un Poltron, un Civil d’un Brutal."
"Un Vaillant d’un Poltron, un Civil d’un Brutal.","Il rend agile à tout l’âme la plus pesante,"
"Il rend agile à tout l’âme la plus pesante,",Et donne de l’esprit à la plus innocente :
Et donne de l’esprit à la plus innocente :,"Oui, ce dernier miracle éclate dans Agnès,"
"Oui, ce dernier miracle éclate dans Agnès,","Car tranchant avec moi par ces termes exprès,"
"Car tranchant avec moi par ces termes exprès,","Retirez-vous, mon âme aux visites renonce,"
"Retirez-vous, mon âme aux visites renonce,",Je sais tous vos discours : Et voila ma réponse.
Je sais tous vos discours : Et voila ma réponse.,"Cette pierre ou ce grès dont vous vous étonniez,"
"Cette pierre ou ce grès dont vous vous étonniez,","Avec un mot de lettre est tombée à mes pieds,"
"Avec un mot de lettre est tombée à mes pieds,","Et j’admire de voir cette lettre ajustée,"
"Et j’admire de voir cette lettre ajustée,",Avec le sens des mots ; zt la pierre jetée ;
Avec le sens des mots ; zt la pierre jetée ;,D’une telle action n’êtes-vous pas surpris ?
D’une telle action n’êtes-vous pas surpris ?,L’Amour sait-il pas l’art d’aiguiser les esprits ?
L’Amour sait-il pas l’art d’aiguiser les esprits ?,"Et peut-on me nier que ses flammes puissantes,"
"Et peut-on me nier que ses flammes puissantes,",Ne fassent dans un cœur des choses étonnantes ?
Ne fassent dans un cœur des choses étonnantes ?,"Que dites-vous du tour, et de ce mot d’écrit ?"
"Que dites-vous du tour, et de ce mot d’écrit ?",Euh ! n’admirez-vous point cette adresse d’esprit ?
Euh ! n’admirez-vous point cette adresse d’esprit ?,Trouvez-vous pas plaisant de voir quel Personnage
Trouvez-vous pas plaisant de voir quel Personnage,A joué mon jaloux dans tout ce badinage.
A joué mon jaloux dans tout ce badinage.,"Dites,"
"Dites,",Oui fort plaisant.
Oui fort plaisant.,"Riez-en donc un peu,"
"Riez-en donc un peu,","Cet homme gendarmé d’abord contre mon feu,"
"Cet homme gendarmé d’abord contre mon feu,","Qui chez lui se retranche, et de grès fait parade,"
"Qui chez lui se retranche, et de grès fait parade,","Comme si j’y voulais entrer par escalade,"
"Comme si j’y voulais entrer par escalade,","Qui pour me repousser dans son bizarre effroi,"
"Qui pour me repousser dans son bizarre effroi,","Anime du dedans tous ses gens contre moi,"
"Anime du dedans tous ses gens contre moi,","Et qu’abuse à ses yeux par sa machine même,"
"Et qu’abuse à ses yeux par sa machine même,",Celle qu’il veut tenir dans l’ignorance extrême :
Celle qu’il veut tenir dans l’ignorance extrême :,"Pour moi je vous l’avoue, encor que son retour"
"Pour moi je vous l’avoue, encor que son retour","En un grand embarras jette ici mon amour,"
"En un grand embarras jette ici mon amour,","Je tiens cela plaisant autant qu’on saurait dire,"
"Je tiens cela plaisant autant qu’on saurait dire,",Je ne puis y songer sans de bon cœur en rire.
Je ne puis y songer sans de bon cœur en rire.,Et vous n’en riez pas assez à mon avis.
Et vous n’en riez pas assez à mon avis.,"Pardonnez-moi, j’en ris tout autant que je puis."
"Pardonnez-moi, j’en ris tout autant que je puis.",Mais il faut qu’en ami je vous montre la lettre.
Mais il faut qu’en ami je vous montre la lettre.,"Tout ce que son cœur sent, sa main a su l’y mettre :"
"Tout ce que son cœur sent, sa main a su l’y mettre :","Mais en termes touchants, et tous pleins de bonté,"
"Mais en termes touchants, et tous pleins de bonté,","De tendresse innocente, et d’ingénuité,"
"De tendresse innocente, et d’ingénuité,",De la manière enfin que la pure nature
De la manière enfin que la pure nature,Exprime de l’amour la première blessure.
Exprime de l’amour la première blessure.,"Voilà, friponne, à quoi l’écriture te sert,"
"Voilà, friponne, à quoi l’écriture te sert,",Et contre mon dessein l’art t’en fut découvert.
Et contre mon dessein l’art t’en fut découvert.,Hom chienne.
Hom chienne.,Qu’avez-vous ?
Qu’avez-vous ?,"Moi ? rien ; c’est que je tousse,"
"Moi ? rien ; c’est que je tousse,","Avez-vous jamais vu, d’expression plus douce,"
"Avez-vous jamais vu, d’expression plus douce,","Malgré les soins maudits d’un injuste pouvoir,"
"Malgré les soins maudits d’un injuste pouvoir,",Un plus beau naturel peut-il se faire voir ?
Un plus beau naturel peut-il se faire voir ?,"Et n’est-ce pas sans doute un crime punissable,"
"Et n’est-ce pas sans doute un crime punissable,",De gâter méchamment ce fonds d’âme admirable ?
De gâter méchamment ce fonds d’âme admirable ?,"D’avoir dans l’ignorance et la stupidité,"
"D’avoir dans l’ignorance et la stupidité,",Voulu de cet esprit étouffer la clarté ?
Voulu de cet esprit étouffer la clarté ?,"L’amour a commencé d’en déchirer le voile,"
"L’amour a commencé d’en déchirer le voile,","Et si par la faveur de quelque bonne étoile,"
"Et si par la faveur de quelque bonne étoile,","Je puis, comme j’espère, à ce franc animal,"
"Je puis, comme j’espère, à ce franc animal,","Ce traître, ce bourreau, ce faquin, ce brutal…"
"Ce traître, ce bourreau, ce faquin, ce brutal…",Adieu.
Adieu.,Comment si vite ?
Comment si vite ?,Il m’est dans la pensée
Il m’est dans la pensée,Venu tout maintenant une affaire pressée.
Venu tout maintenant une affaire pressée.,"Mais ne sauriez-vous point, comme on la tient de près,"
"Mais ne sauriez-vous point, comme on la tient de près,","Qui dans cette maison pourrait avoir accès,"
"Qui dans cette maison pourrait avoir accès,","J’en use sans scrupule, et ce n’est pas merveille,"
"J’en use sans scrupule, et ce n’est pas merveille,",Qu’on se puisse entre amis servir à la pareille.
Qu’on se puisse entre amis servir à la pareille.,"Je n’ai plus là-dedans que gens pour m’observer,"
"Je n’ai plus là-dedans que gens pour m’observer,","Et servante et valet que je viens de trouver,"
"Et servante et valet que je viens de trouver,",N’ont jamais de quelque air que je m’y sois pu prendre
N’ont jamais de quelque air que je m’y sois pu prendre,"Adouci leur rudesse à me vouloir entendre,"
"Adouci leur rudesse à me vouloir entendre,","J’avais pour de tels coups certaine vieille en main,"
"J’avais pour de tels coups certaine vieille en main,","D’un génie à vrai dire au-dessus de l’humain,"
"D’un génie à vrai dire au-dessus de l’humain,",Elle m’a dans l’abord servi de bonne sorte :
Elle m’a dans l’abord servi de bonne sorte :,"Mais depuis quatre jours la pauvre femme est morte,"
"Mais depuis quatre jours la pauvre femme est morte,",Ne me pourriez-vous point ouvrir quelque moyen ?
Ne me pourriez-vous point ouvrir quelque moyen ?,"Non vraiment, et sans moi vous en trouverez bien."
"Non vraiment, et sans moi vous en trouverez bien.",Adieu donc. Vous voyez ce que je vous confie.
Adieu donc. Vous voyez ce que je vous confie.,"Comme il faut devant lui que je me mortifie,"
"Comme il faut devant lui que je me mortifie,",Quelle peine à cacher mon déplaisir cuisant.
Quelle peine à cacher mon déplaisir cuisant.,"Quoi pour une innocente, un esprit si pressent ?"
"Quoi pour une innocente, un esprit si pressent ?",Elle a feint être telle à mes yeux la traîtresse ;
Elle a feint être telle à mes yeux la traîtresse ;,Ou le diable à son âme a soufflé cette adresse :
Ou le diable à son âme a soufflé cette adresse :,"Enfin me voilà mort par ce funeste écrit,"
"Enfin me voilà mort par ce funeste écrit,","Je vois qu’il a le traître empaumé son esprit,"
"Je vois qu’il a le traître empaumé son esprit,","Qu’à ma suppression il s’est ancré chez elle,"
"Qu’à ma suppression il s’est ancré chez elle,","Et c’est mon désespoir, et ma peine mortelle,"
"Et c’est mon désespoir, et ma peine mortelle,","Je souffre doublement dans le vol de son cœur,"
"Je souffre doublement dans le vol de son cœur,",Et l’amour y pâtit aussi bien que l’honneur.
Et l’amour y pâtit aussi bien que l’honneur.,"J’enrage de trouver cette place usurpée,"
"J’enrage de trouver cette place usurpée,",Et j’enrage de voir ma prudence trompée.
Et j’enrage de voir ma prudence trompée.,Je sais que pour punir son amour libertin
Je sais que pour punir son amour libertin,"Je n’ai qu’à laisser faire à son mauvais destin,"
"Je n’ai qu’à laisser faire à son mauvais destin,",Que je serai vengé d’elle par elle-même :
Que je serai vengé d’elle par elle-même :,Mais il est bien fâcheux de perdre ce qu’on aime.
Mais il est bien fâcheux de perdre ce qu’on aime.,"Ciel ! puisque pour un choix j’ai tant Philosophé,"
"Ciel ! puisque pour un choix j’ai tant Philosophé,",Faut-il de ses appas m’être si fort coiffé ?
Faut-il de ses appas m’être si fort coiffé ?,"Elle n’a ni parents, ni support, ni richesse,"
"Elle n’a ni parents, ni support, ni richesse,","Elle trahit mes soins, mes bontés, ma tendresse,"
"Elle trahit mes soins, mes bontés, ma tendresse,","Et cependant je l’aime, après ce lâche tour,"
"Et cependant je l’aime, après ce lâche tour,",Jusqu’à ne me pouvoir passer de cet amour.
Jusqu’à ne me pouvoir passer de cet amour.,"Sot, n’as-tu point de honte, ah je crève, j’enrage,"
"Sot, n’as-tu point de honte, ah je crève, j’enrage,","Et je souffletterais mille fois mon visage,"
"Et je souffletterais mille fois mon visage,",Je veux entrer un peu ; mais seulement pour voir
Je veux entrer un peu ; mais seulement pour voir,Quelle est sa contenance après un trait si noir.
Quelle est sa contenance après un trait si noir.,"Ciel ! faites que mon front soit exempt de disgrâce,"
"Ciel ! faites que mon front soit exempt de disgrâce,","Ou bien s’il est écrit, qu’il faille que j’y passe,"
"Ou bien s’il est écrit, qu’il faille que j’y passe,",Donnez-moi tout au moins pour de tels accidents
Donnez-moi tout au moins pour de tels accidents,La constance qu’on voit à de certaines gens.
La constance qu’on voit à de certaines gens.,"J’ai peine, je l’avoue, à demeurer en place,"
"J’ai peine, je l’avoue, à demeurer en place,","Et de mille soucis mon esprit s’embarrasse,"
"Et de mille soucis mon esprit s’embarrasse,","Pour pouvoir mettre un ordre et dedans et dehors,"
"Pour pouvoir mettre un ordre et dedans et dehors,",Qui du godelureau rompe tous les efforts :
Qui du godelureau rompe tous les efforts :,"De quel œil la traîtresse a soutenu ma vue,"
